;Unnamed: 0;name;seller;seller_link;freq_bought;freq_bought_link;link_to_all_reviews;phone talk time;ink color;phone standy time (with data);language;compatible devices;gsm frequencies;average battery life (in hours);audio jack;product dimensions;oem part number;specific uses for product;processor speed;audio-out ports (#);device interface - primary;manufacturer;special features;graphics coprocessor;package dimensions;hard drive rotational speed;model;max screen resolution;voltage;display resolution;part number;chipset brand;manufacturer recommended age;assembled height;rating;additional features;date first available;wattage;batteries included?;card description;best sellers rank;number of usb 3.0 ports;rear webcam resolution;assembled width;release date;display technology;manufacturer part number;body material;item model number;connectivity technologies;screen resolution;cover included;processor type;operating system;assembled length;number of items;batteries;battery description;mfg recommended age;power source;batteries required;specification met;batteries required?;other camera features;color;domestic shipping;national stock number;memory speed;item dimensions  lxwxh;import designation;included components;size;wireless communication technologies;optical drive type;hardware platform;graphics card ram size;colour;finish types;wireless type;hard drive interface;color screen;color name;brand name;number of pieces;finish;other display features;ram;is discontinued by manufacturer;warranty description;international shipping;gpu;item weight;flash memory size;item package quantity;department;pricing;os;form factor;binding;brand;standing screen display size;material;item display height;processor brand;connector type;processor count;installation method;series;ASIN;number of usb 2.0 ports;material type;computer memory type
1073;1073;MSI GS65 Stealth-002 15.6inch Razor Thin Bezel Gaming Laptop NVIDIA RTX 2070 8G Max-Q, 144Hz 7ms, Intel i7-8750H (6 cores), 32GB, 512GB NVMe SSD, TB3, Per Key RGB, Win 10, Matte Black w/ Gold Diamond cut;MadBargainz LLC;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3NIDTU1W9L31Y&isAmazonFulfilled=1;"havit HV-F2056 15.6""-17"" Laptop Cooler Cooling Pad - Slim Portable USB Powered (3 Fans), Black/Blue";https://www.amazon.com/HV-F2056-15-6-17-Laptop-Cooler-Cooling/dp/B00NNMB3KS/ref=pd_bxgy_2/145-2930470-0899144?_encoding=UTF8&pd_rd_i=B00NNMB3KS&pd_rd_r=6c3759db-4bc9-4b39-8049-72c814e3c390&pd_rd_w=drJZZ&pd_rd_wg=RPUek&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=7WKAGQPCXBN6E51MYFXW&psc=1&refRID=7WKAGQPCXBN6E51MYFXW;https://www.amazon.com//MSI-GS65-Stealth-002-i7-8750H-Diamond/product-reviews/B07MKNL71F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;3 Hours;;15.08 x 10.24 x 1.16 inches;;;;;;;;RTX;;0.01 RPM;;1920x1080 Pixels;;;;NVIDIA;;;3.5;;January 29, 2019;;;Dedicated;;3.0;0.5 Pixels;;;;;;GS65 Stealth-002;;;;;Windows 10 Home;;;1 Lithium ion batteries required. (included);;;;;;;;Matte Black with Gold Diamond Cut;;;2666 MHz;15.08 x 10.24 x 1.16 inches;;;;;;;8 GB;;;;PCIE x 16;;;;;;;;;;;;4.19 pounds;512;;;;;;;MSI;15.6 Inches;;;Intel;;6.0;;GS65 Stealth-002;B07MKNL71F;;;Unknown
1074;1074;4-Port USB Hub 3.0, T-Sound USB Splitter for Laptop, Ps4 Keyboard and Mouse Adapter for Dell, Asus, HP, MacBook Air, Surface Pro, Acer, Xbox, Flash Drive, HDD, Console, Printer, Camera;T-Sound;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A24H0O8PYGZ99S&isAmazonFulfilled=1;DisplayPort to HDMI, Benfei Gold-Plated DP Display Port to HDMI Adapter (Male to Female) Compatible…;https://www.amazon.com/DisplayPort-Adapter-Converter-Gold-Plated-Compatible/dp/B017Q8ZVWK/ref=pd_bxgy_2/144-5965783-8900102?_encoding=UTF8&pd_rd_i=B017Q8ZVWK&pd_rd_r=e138184c-560c-4912-8bc7-53a269e12c64&pd_rd_w=LW1Au&pd_rd_wg=ZhamX&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=VZFDNKM7ND7B85RHZ9EZ&psc=1&refRID=VZFDNKM7ND7B85RHZ9EZ;https://www.amazon.com//T-Sound-Splitter-Keyboard-Adapter-Nintendo/product-reviews/B083RQMC7S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;3.94 x 1.18 x 0.39 inches;;;;;;T-Sound;;;;;;;;;;;;;4.6;;January 12, 2020;;;;#127 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #9 in Computer Networking Hubs;;;;;;;;TS-CM24AF-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.76 ounces;;;;;;;;;;;;;;;;;B083RQMC7S;;;
1075;1075;WD 4TB 3.5 Inch SATA III, 7200 RPM, 64 MB Cache Enterprise Hard Drive (WD4000FYYZ);Shurvees;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A13VU442S5C25Q&isAmazonFulfilled=1;;;https://www.amazon.com//Inch-Cache-Enterprise-Drive-WD4000FYYZ/product-reviews/B0090UEQ8I/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;English;;;;;4 x 1.03 x 5.79 inches;;;;;;Western Digital;;;;7200 RPM;;;;;;;;;4.3;;08M 3, 2017;;;;#56 in Internal Hard Drives;;;;;;;;WD4000FYYZ;;;;;;;;;;;;;;;;;;;;4 x 1.03 x 5.79 inches;;;;;;PC;6 GB;;;;Serial ATA-300;;;;;;;;No;;;;1.66 pounds;4 TB;;Hdd;;;;;Western Digital;3.5 Inches;;;;;;;RE;B0090UEQ8I;;;
1076;1076;Lenovo IdeaPad 3 14inch Laptop, 14.0inch FHD (1920 x 1080) AMD Ryzen 5 3500U 8GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 8 Graphics Windows 10, 81W0003QUS, Abyss Blue (Renewed);;;;;https://www.amazon.com//Lenovo-IdeaPad-Graphics-Windows-81W0003QUS/product-reviews/B08F73QRPP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;12.88 x 9.49 x 0.78 inches;;;;;;;;AMD Integrated Graphics;;7200 RPM;;1920 x 1080 Pixels;;;;AMD;;;4.0;;August 3, 2020;;;Integrated;#7,714 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #891 in Traditional Laptop Computers;;;;;;;;;;;;;Windows 10;;;;;;Battery Powered;;;;;Abyss Blye;;;;12.88 x 9.49 x 0.78 inches;;;;;;;;;;802.11ac;Serial ATA;;;;;;;;;;;;3.3 pounds;;;;;;;;Lenovo;14 Inches;;;AMD;;1.0;;"IdeaPad 3 14""";B08F73QRPP;1.0;;DDR4 SDRAM
1077;1077;HUAWEI WiFi 6 Plus Smart WiFi Router AX3 Quad-core Wireless Router 3000Mbps 2.4GHz 5GHz Dual-Band Gigabit Rate Internet Router Global Version;HW-VMALL;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1L2MI56ZO8BAJ&isAmazonFulfilled=1;Unidapt EU Europe to US USA Travel Plug Adapter Power Converter AC (Pack of 2);https://www.amazon.com/Unidapt-Europe-Quality-Adapter-Converter/dp/B077W89DK1/ref=pd_bxgy_2/130-0265004-5293837?_encoding=UTF8&pd_rd_i=B077W89DK1&pd_rd_r=8b151b72-6015-4c2d-99cd-01dccfe1e2ea&pd_rd_w=Ws6n6&pd_rd_wg=ntR5c&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=10WTK7VP0VS3ZGBS77A3&psc=1&refRID=10WTK7VP0VS3ZGBS77A3;https://www.amazon.com//HUAWEI-Quad-core-Wireless-3000Mbps-Dual-Band/product-reviews/B08BJC1Q64/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;6.27 x 1.56 x 8.86 inches;;;;;;HUAWEI;;;;;;;;;;;;;3.8;;June 19, 2020;;;;#8,680 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #353 in Computer Routers;;;;;;;;AX3 Qual-Core;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2 ounces;;;;;;;;;;;;;;;;;B08BJC1Q64;;;
1078;1078;MSI MPG X570 Gaming Edge WiFi Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 2, AC Wi-Fi 5, HDMI, ATX) (Renewed);CTGINC;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3S4H3E5TUN1NP&isAmazonFulfilled=1;;;https://www.amazon.com//MSI-Gaming-Motherboard-Wi-Fi-Renewed/product-reviews/B081ZKSSH8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;12 x 9.6 x 2.5 inches;;;;;;MSI COMPUTER;;;;;;;;;;;;;4.3;;November 26, 2019;;;;#167 in Computer Motherboards;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;;;3.94 pounds;;;;;;;;;;;;;;;;;B081ZKSSH8;;;
1079;1079;2020 HP Premium Chromebook 14” HD Laptop Business & Student, Intel Celeron N3350, up to 2.4GHz, 4GB RAM, 32GB eMMC, HD Webcam, Bluetooth, WiFi, Chrome OS, 11+ Hour Battery, w/MarXsol Accessories;e@World;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AKJ7ND6X6KF2J&isAmazonFulfilled=1;;;https://www.amazon.com//HP-Premium-Chromebook-Bluetooth-Accessories/product-reviews/B08P9XDMRP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;13.27 x 8.94 x 0.72 inches;;;;;;;;Intel HD Graphics 500;;;;1366 x 768 Pixels;;;;Intel;;;3.9;;November 1, 2020;;;Integrated;#46,579 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #7,602 in Traditional Laptop Computers;;;;;;;;HP Premium Chromebook;;;;;Chrome OS;;;1 Lithium ion batteries required. (included);;;AC & Battery;;;;;Gray;;;;13.27 x 8.94 x 0.72 inches;;;;;;PC;;;;Bluetooth;Solid State;;;;;;;;;;;;2.98 pounds;32 GB;;;;;;;HP;14 Inches;;;Intel;;2.0;;HP Premium Chromebook;B08P9XDMRP;;;DDR4 SDRAM
1080;1080;10.1inch Inch Android Tablet PC,3G Unlocked Phablet 4GB RAM 64GB Storage with Dual sim Card Slots and Cameras, Tablet PC with WiFi,Bluetooth,GPS(Metallic Silver) (Matte Black);TenYiDe;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2XHWORL7F4D4&isAmazonFulfilled=1;"ProCase 9""-10.1"" Inch Universal Tablet Case, Protective Cover Stand Folio Case for 9 10 10.1 Inch…";https://www.amazon.com/ProCase-Universal-Protective-Touchscreen-Rotatable/dp/B07VCS8QTK/ref=pd_bxgy_2/141-0532693-8875945?_encoding=UTF8&pd_rd_i=B07VCS8QTK&pd_rd_r=6ab869c6-9ebd-4577-9492-c6ff7e894e87&pd_rd_w=qqs20&pd_rd_wg=yTGKe&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=PTY3Q0XR4GXR8Z3G7X8S&psc=1&refRID=PTY3Q0XR4GXR8Z3G7X8S;https://www.amazon.com//Android-Unlocked-Phablet-Bluetooth-Metallic/product-reviews/B07XTGXW4P/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;5 Hours;;9.45 x 6.69 x 0.31 inches;;;;;;;;Octa core;;;;1920X1080;;;;;;;3.4;;September 15, 2018;;;;#20,380 in Electronics ( See Top 100 in Electronics ) #551 in Computer Tablets;;5 MP;;;;;;tablet-108;;1920x1080;;;Android 7.0 Nougat;;;1 Lithium Polymer batteries required. (included);;;AC;;;;;Matte black;;;;9.45 x 6.69 x 0.31 inches;;;;;;Android;;;;802.11bgn, 802.11b, 802.11b/g;;;;;;;;;;;;;1.76 pounds;64 GB;;;;;;;TenYiDe;10 Inches;;;;;8.0;;Tablet-108-silver;B07XTGXW4P;;;DDR3 SDRAM
1081;1081;Dell OptiPlex 3040 Small Form Factor PC, Intel Quad Core i5 6500 up to 3.6GHz, 16G DDR3L, 256GB SSD, WiFi, Windows 10 Pro 64-English/Spanish/French(Renewed);KT Renewed;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A29YM2LE5EUXD3&isAmazonFulfilled=1;"Western Digital 500GB WD Blue 3D NAND Internal PC SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s…";https://www.amazon.com/Blue-NAND-500GB-SSD-WDS500G2B0A/dp/B073SBZ8YH/ref=pd_bxgy_2/136-8210328-6994157?_encoding=UTF8&pd_rd_i=B073SBZ8YH&pd_rd_r=9eaddcea-3a7c-4cfd-af84-04721d5757b4&pd_rd_w=LRsvo&pd_rd_wg=0FZu7&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=X8Z166GMNVMTZA40D2CS&psc=1&refRID=X8Z166GMNVMTZA40D2CS;https://www.amazon.com//Dell-OptiPlex-Windows-64-English-Spanish/product-reviews/B0864NZXQC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;Integrated Graphics;20 x 18.43 x 7.76 inches;;;;;;;;;;4.7;;February 21, 2020;;;Integrated;#7,685 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #242 in Tower Computers;;;;;;;;;;;;;Windows 10 Pro;;;;;;;;;;;Black;;;;;;;;;;PC;;;;;Solid State;;;;;;;;;;;;13.46 pounds;256 GB;;;;;;;Dell;;;;Intel;;4.0;;Optiplex;B0864NZXQC;;;DDR3 SDRAM
1082;1082;Fanless Mini PC Stick, Intel Atom Z8350 Windows 10 Pro Computer Stick 8GB DDR 120GB eMMC Support 4K HD,2.4G/5G WiFi,BT 4.2;ZYPC-US;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A39DVS1BD5XR15&isAmazonFulfilled=1;;;https://www.amazon.com//Fanless-Stick-Windows-Computer-Support/product-reviews/B08M31RQN6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;Intel HD Graphics 400;5.12 x 4.84 x 2.17 inches;;;;;;;;;;3.8;;August 11, 2020;;;Integrated;#22,969 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #652 in Mini Computers;;;;;;;;;;;;;Windows 10 Pro;;;;;;;;;;;;;;;;;;;;;PC;;;;2.4 GHz Radio Frequency;USB;;;;;;;;;;;;10.7 ounces;120 GB;;;;;;;GUZILA;;;;Intel;;4.0;;;B08M31RQN6;;;DDR3 SDRAM
1083;1083;ASUS Prime B550M-A WiFi AMD AM4 Zen 3 Ryzen 5000 & 3rd Gen Ryzen Micro ATX Motherboard (PCIe 4.0, WiFi 6, ECC Memory, 1Gb LAN, HDMI 2.1/D-Sub, 4K@60HZ, Addressable Gen 2 RGB Header and Aura Sync);;;;;https://www.amazon.com//ASUS-i7-9750H-GeForce-Backlit-Keyboard/product-reviews/B081PZTZ4B/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;10.83 x 10.49 x 2.66 inches;;;;;;Asus;;;;;;;;;;;;;4.7;;June 16, 2020;;;Dedicated;#60 in Computer Motherboards;;1.2 MP;;;;;;PRIME B550M-A (WI-FI);;;;;;;;;;;;;;;;;;;4400 MHz;10.83 x 10.49 x 2.66 inches;;;;;;;;;;5.8 GHz Radio Frequency, 802.11a/b/g/n/ac, Bluetooth, 802.11ax;;;;;;;;;;;;;1.36 pounds;;;;;;;;ASUS;17.3 Inches;;;;;14.0;;PRIME B550M-A (WI-FI);B081PZTZ4B;;;DDR4 SDRAM
1084;1084;Lenovo 20NJ0000US Ts Thinkpad T495 5 3500u 2.10g Syst 8gb 1x256gbsdd 14in W10p 64bit;olecto;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AUPPZWZP35VB8&isAmazonFulfilled=1;Lenovo USA Lenovo ThinkPad USB-C Dock Gen 2 (40AS0090US);https://www.amazon.com/Lenovo-ThinkPad-USB-C-Dock-40AS0090US/dp/B07R68XHZ9/ref=pd_bxgy_2/145-0213893-4983127?_encoding=UTF8&pd_rd_i=B07R68XHZ9&pd_rd_r=ce067f9d-d255-40d3-8ee6-7db869ea9be2&pd_rd_w=sAQQw&pd_rd_wg=jHrSW&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=VQY52H1W6V73C100957Q&psc=1&refRID=VQY52H1W6V73C100957Q;;;;;;;;;;2 x 4 x 8 inches;;;;;;;;;;1;;1 Pixels;120 volts;;;Allwinner;;;4.7;;May 31, 2019;;;Dedicated;#45,135 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #7,310 in Traditional Laptop Computers;1.0;;;;;;;20NJ0000US;;1920 x 1080;;;Chrome OS;;;1 Lithium ion batteries required.;;;;;;;;;;;1 GHz;2 x 4 x 8 inches;;;;;BD-R;;1;;;Bluetooth;ATA-4;;;;;;;;;;;;5.3 pounds;1;;;;;;;Lenovo;14 Inches;;;AMD;;1.0;;Lenovo Thinkpad;B07SHHTLBM;1.0;;Unknown
1085;1085;2020_HP_14 Pavilion 14inch HD Laptop, AMD Athlon Silver 3050U 2.3GHz, 4GB DDR4 RAM, 128GB SSD, HDMI, 802.11ac, WiFi, Bluetooth, HDMI, Webcam, Windows 10 with Santex Pro Accessories;NZ Group USA (Next Day Shipping Avail.);https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2GY4BFUD7Z7CM&isAmazonFulfilled=1;;;https://www.amazon.com//2020_HP_14-Pavilion-802-11ac-Bluetooth-Accessories/product-reviews/B08B44SKKC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;10 Hours;;12.8 x 8.9 x 0.8 inches;;;;;;;;AMD Radeon;;;;1366 x 768 Pixels;;;;;;;4.5;;June 2, 2020;;;;#10,345 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #1,257 in Traditional Laptop Computers;;;;;;;;HP_Laptop;;;;;Windows 10;;;1 Lithium ion batteries required. (included);;;Battery Powered;;;;;Jet Black;;;3.2 GHz;12.8 x 8.9 x 0.8 inches;;;;;;PC;;;;Bluetooth;Solid State;;;;;;;;;;;;3.24 pounds;128 GB;;;;;;;HP;14 Inches;;;AMD;;2.0;;HP Pavilion;B08B44SKKC;;;DDR4 SDRAM
1086;1086;{ Package of 2 } 2019 Dreamlink Dlite+ 5G Quad Core 4GB Storage/1GB Ram with Dual Band Builtin WiFi 5G (Pack of 2);Shoppers e Link;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2BMSSPYU5Q8W&isAmazonFulfilled=1;;;https://www.amazon.com//Package-Dreamlink-Dlite-Storage-Builtin/product-reviews/B07NCR89R3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;8.43 x 6.46 x 3.78 inches;;;;;;;;;;4.8;;February 3, 2019;;;;#265,806 in Electronics ( See Top 100 in Electronics ) #1,791 in Streaming Media Players;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dreamlink5G;;;;;No;;;;2.2 pounds;;;;;;;;;;;;;;;;;B07NCR89R3;;;
1087;1087;HP Laptop 15-dy1079ms (Core i7-1065G7) 15.6 Full HD 1920x1080 IPS touchscreen 12GB DDR4 Ram, 256GB SSD, Webcam, HDMI, Silver, Windows 10 Home;GIMME A HUG;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AO7KC3BTIQXMP&isAmazonFulfilled=1;;;;;;;;;;6 Hours;;14.11 x 9.53 x 0.7 inches;;;;;;;;;;;;;;;;Intel;;;5.0;;December 4, 2020;;;Integrated;;;;;;;;;HP-15-DY1079MS;;1920x1080;;;Windows 10 Home;;;1 Lithium Polymer batteries required.;;;AC & Battery;;;;;;;;3.9 GHz;14.11 x 9.53 x 0.7 inches;;;;;No Optical Drive;;;;;802.11a/b/g/n/ac, Bluetooth;ATA133;;;;;;;;;;;;3.75 pounds;256 GB;;;;;;;HP;15.6 Inches;;;;;4.0;;15-dy1079ms;B08PNW6WGX;;;DDR4 SDRAM
1088;1088;Lenovo ThinkPad T495 20NJ0008US 14inch Notebook - 1920 X 1080 - Ryzen 7 3700U - 16 GB RAM - 512 GB SSD - Glossy Black - Windows 10 Pro 64-bit - AMD Radeon Vega 10 Graphics - in-Plane Switching (IPS);olecto;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AUPPZWZP35VB8&isAmazonFulfilled=1;Lenovo ThinkPad Ultra Docking Station US (40AJ0135US);https://www.amazon.com/Lenovo-ThinkPad-Docking-Station-40AJ0135US/dp/B079NM5JK4/ref=pd_bxgy_2/130-7438637-1047051?_encoding=UTF8&pd_rd_i=B079NM5JK4&pd_rd_r=e0eb01b8-05f9-44f6-a51f-fc1de2ddfa0f&pd_rd_w=j6wjL&pd_rd_wg=IDNcS&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=P8ZQ51YS632N6V2PMWNR&psc=1&refRID=P8ZQ51YS632N6V2PMWNR;https://www.amazon.com//Lenovo-ThinkPad-20NJ0008US-Notebook-Plane/product-reviews/B07SLGC476/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;13 x 8.9 x 0.7 inches;;;;;;;;;;1 RPM;;1920 x 1080;120 volts;;;Amd;;;4.5;;June 29, 2019;;;Integrated;#13,493 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #1,731 in Traditional Laptop Computers;2.0;;;;;;;20NJ0008US;;1920 x 1080;;;Windows 10 Pro;;;1 Lithium ion batteries required.;;;Battery Powered;;;;;;;;2.3 GHz;13 x 8.9 x 0.7 inches;;;;;No Optical Drive;;2 GB;;;802.11a/b/g/n/ac, 802.11a/b/g/n, 802.11abg, 802.11a;Solid State;;;;;;;;;;;;3.24 pounds;512;;;;;;;Lenovo;14 Inches;;;AMD;;1.0;;Lenovo Thinkpad;B07SLGC476;;;Unknown
1089;1089;TJD 10 inch Tablet with Stand and case,Android 10 Google Tablet 2GB RAM, 32GB ROM,1280x800 IPS Display,Dual Cameras,Google Certified,Blue;XFDING;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2X7ADS1RMSXL6&isAmazonFulfilled=1;;;;;;;;;;10 Hours;;10.5 x 6.2 x 4 inches;;;;;;;;;;;;1280x800;;;;;;;;;January 8, 2021;;;;#9,497 in Electronics ( See Top 100 in Electronics ) #295 in Computer Tablets;;;;;;;;MT-1011QU;;1280x800;;;Android 10;;;2 Lithium ion batteries required. (included);;;AC & Battery;;;;;Blue;;;;10.5 x 6.2 x 4 inches;;;;;;Android;;;;Bluetooth, 802.11bgn;;;;;;;;;;;;;2.36 pounds;32 GB;;;;;;;TJD;10 Inches;;;Allwinner;;1.0;;MT-1011QU;B08SHGML2W;;;DDR3 SDRAM
1090;1090;Asrock Z270 Killer SLI1151 ATXHDMI/DV 2xD3 1600 USB3 SATA3, Z270_Killer_SLI (2xD3 1600 USB3 SATA3);;;;;https://www.amazon.com//Asrock-Z270-SLI1151-ATXHDMI-Z270_KILLER_SLI/product-reviews/B01N48AFA1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;12.01 x 8.82 x 0.79 inches;;;;;;Asrock;;;;;;;;;;;;;4.3;;March 24, 2017;;;;#76 in Computer Motherboards;;;;;;;;Z270 KILLER SLI;;;;;;;;;;;;;;;;;;;;12.01 x 8.82 x 0.79 inches;;;;;;;;;;;;;;;;;;;No;;;;2.2 pounds;;;;;;;;ASRock;;;;;;1.0;;;B01N48AFA1;5.0;;DDR4 SDRAM
1091;1091;Dell Optiplex 9020 Ultra Small Tiny Desktop Micro Computer PC, Intel Core i5-4570T, 8GB Ram, 256GB Solid State SSD, WiFi, Bluetooth, Win 10 Pro (Renewed);RefurBees;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1IG6PZ9KJG6KS&isAmazonFulfilled=1;;;https://www.amazon.com//Dell-Optiplex-Computer-i5-4570T-Bluetooth/product-reviews/B07SNGQHBG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;18 x 14 x 4 inches;;;;;;;;Intel HD;;5400 RPM;;;;;;;;;4.2;;June 4, 2019;;;Integrated;#4,895 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #104 in Mini Computers;6.0;;;;;;;OPTIPLEX_9020M_i5-4590T;;;;;Windows 10 Pro;;;;;;;;;;;;;;;18 x 14 x 4 inches;;;;;;PC;2 MB;;;Bluetooth;Solid State;;;;;;;;;;;;6.05 pounds;256;;;;;;;Dell;0.1;;;Intel;;;;Optiplex 9020;B07SNGQHBG;;;DDR3 SDRAM
1092;1092;MSI Performance Gaming AMD Ryzen 1st, 2nd, and 3rd Gen AM4 M.2 USB 3 DDR4 HDMI Display Port Mini-ITX Motherboard (B450I Gaming Plus MAX WiFi);;;;;https://www.amazon.com//MSI-Performance-Display-Mini-ITX-Motherboard/product-reviews/B08LMVRZ73/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;6.7 x 6.7 x 2 inches;;;;;;MSI COMPUTER;;;;;;;;;;;;;4.6;;October 12, 2020;;;;#125 in Computer Motherboards;;;;;;;;B450IGPMAXWI;;;;;;;;;;;;;;;;;;;;6.7 x 6.7 x 2 inches;;;;;;;;;;Bluetooth;;;;;;;;;;;;;1.76 pounds;;;;;;;;MSI;;;;;;;;;B08LMVRZ73;;;
1093;1093;BOCCONI Ultra-Thin Laptop，15.6 inch HD 1920 x 1080 IPS Display， Intel Apollo Lake N3450 6GB RAM 256GB SSD，Windows 10 Notebook Laptop, USB 3.0, HDMI, Type-C;;;;;https://www.amazon.com//Ultra-Thin-Laptop%EF%BC%8C15-6-Display%EF%BC%8C-SSD%EF%BC%8CWindows-Notebook/product-reviews/B08B12Z9MQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;8 Hours;;14.2 x 9.3 x 0.7 inches;;;;;;;;Intel HD Graphics 500;;;;1920 x 1080 Pixels;;;;Intel;;;3.5;;June 11, 2020;;;Integrated;#77,805 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #13,723 in Traditional Laptop Computers;;;;;;;;T6 PRO;;1920x1080;;;Windows 10;;;1 Lithium ion batteries required. (included);;;DC;;;;;Apple gray;;;2.2 GHz;14.2 x 9.3 x 0.7 inches;;;;;;PC;;;;Bluetooth, 802.11bgn, 802.11ac;ATA;;;;;;;;;;;;5.44 pounds;256 GB;;;;;;;WAKST;15.6 Inches;;;Intel;;4.0;;Notebook;B08B12Z9MQ;;;DDR3 SDRAM
